date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2021-07-01,0.0,0.0,0.0,0.0,0.0,1.162910950102414,18.585203226217995,60.235209076927575,240.3028995164594,197.4015478298171,436.135432474364,463.7993249077333,454.1644809592552,462.3145169159053,384.98926423730535,256.04383233872716,272.8703807999927,172.446377304316,80.97365550182882,17.42496377304316,0.0,0.0,0.0,0.0
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,22.064852986971474,41.752591332728606,77.52125500973666,109.68132467428676,115.40950102414045,69.45942036869057,87.87364779154353,240.3028995164594,254.92063764294807,158.79813375037307,131.42470753097294,91.32123958916605,62.54233049863935,19.74526457959766,0.0,0.0,0.0,0.0
2021-07-03,0.0,0.0,0.0,0.0,0.0,0.0,20.905147833182152,66.00167688274323,100.5069813251719,146.2647142018361,163.3503978650768,186.06897448775422,173.58257328514264,158.79813375037307,323.38294769142146,448.8781801687542,251.5499849568398,129.13895808468178,69.45942036869057,12.782224962392098,0.0,0.0,0.0,0.0
2021-07-04,0.0,0.0,0.0,0.0,0.0,0.0,12.782224962392098,41.752591332728606,41.752591332728606,130.28192185772497,131.42470753097294,227.91053500569862,405.8135229647399,414.91069762430305,234.67267805395025,399.4149944883727,338.0080961061777,338.0080961061777,175.85443094741038,47.533307122158014,0.0,0.0,0.0,0.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,1.162910950102414,49.84434673936357,166.7627259032553,384.98926423730535,464.64599788666965,416.89532378904784,329.8179751562167,364.7947851891244,280.83175304521615,337.44968206316645,424.9694630114228,461.6311490543606,369.5274283017276,203.06115575852962,55.61882903596196,0.0,0.0,0.0,0.0
2021-07-06,0.0,0.0,0.0,0.0,0.0,1.162910950102414,67.15443614452084,167.8998123830578,331.7954390265132,465.56555776509185,457.0889749168716,409.8180391058389,449.324838627078,454.9943495183477,325.49933770202205,449.7660056281037,387.613448310381,376.01236650118136,206.45478331821508,52.15467395738845,0.0,0.0,0.0,0.0
2021-07-07,0.0,0.0,0.0,0.0,0.0,1.162910950102414,61.388858837681056,208.71631119236284,390.2047474182334,463.3329031848895,421.3797397906315,335.27848083790497,417.6559212681703,424.0498713245229,335.94678774857897,247.0532879782297,378.7417287834675,268.38721940581564,143.98359535021945,41.752591332728606,0.0,0.0,0.0,0.0
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,5.812773752560352,55.61882903596196,59.08138121637894,57.92737525603511,131.42470753097294,215.49662041972203,194.00364587504754,457.0842735791586,200.79784688643014,194.00364587504754,239.17721142354793,125.70899816678127,67.15443614452084,26.70189260417703,0.0,0.0,0.0,0.0
2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,29.019343814008778,69.45942036869057,147.4050064779517,462.09273390332214,240.3028995164594,273.990725899049,456.750342486513,456.39550172952784,465.23456956975554,293.0093433143453,335.94678774857897,161.07462200731527,122.27743535072423,46.37752016386248,0.0,0.0,0.0,0.0
2021-07-10,0.0,0.0,0.0,0.0,0.0,0.0,18.585203226217995,124.56532199455744,322.3215383627722,460.1030634569258,465.6303111803936,440.81536236051477,414.58230378055066,420.64561146429753,446.62944248522564,429.09621766547275,464.64599788666965,378.7417287834675,207.58563630518654,53.30957041670812,0.0,0.0,0.0,0.0
2021-07-11,0.0,0.0,0.0,0.0,0.0,1.162910950102414,50.99959939827359,153.10379636160206,386.7423439563285,465.4722848695227,426.3671759925123,342.84147364007583,327.621911844741,364.79899180871774,297.3715520873344,301.7790400973863,259.41234782729333,175.85443094741038,63.69562405980249,8.136636555018288,0.0,0.0,0.0,0.0
2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,5.812773752560352,38.282024661528894,71.76369219367959,110.82731614384784,70.61164533108267,146.2647142018361,156.52093309425018,155.38206561649596,180.39600907440382,110.82731614384784,188.33691395452817,71.76369219367959,45.22155510577176,11.621095010241405,0.0,0.0,0.0,0.0
2021-07-13,0.0,0.0,0.0,0.0,0.0,0.0,10.459786958295538,38.282024661528894,70.61164533108267,101.65439759309436,127.99581621184345,146.2647142018361,155.38206561649596,155.38206561649596,145.1242438259254,280.70905639768836,100.5069813251719,68.3070173065033,35.967423048419896,9.298300806554499,0.0,0.0,0.0,0.0
2021-07-14,0.0,0.0,0.0,0.0,0.0,0.0,10.459786958295538,37.12481290487198,131.42470753097294,395.28625200021537,457.4262700180244,465.99440748866925,464.1373665981289,463.4357828046981,442.57936388399037,281.82815479817856,266.1445701099561,149.68505673079738,159.9364669287418,39.439058318390636,0.0,0.0,0.0,0.0
2021-07-15,0.0,0.0,0.0,0.0,0.0,0.0,17.42496377304316,26.70189260417703,339.03507829968544,464.503288699444,431.7356648815035,346.04965385269224,294.2109425747159,304.2827990015811,417.6559212681703,461.2358126702274,268.38721940581564,356.0956900640473,189.4706165382224,41.752591332728606,0.0,0.0,0.0,0.0
2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,49.84434673936357,206.45478331821508,380.54421194438845,402.64670496015304,449.7660056281037,449.94772677145494,457.4262700180244,338.5322833206404,356.57849488044286,436.135432474364,462.9436970066632,369.5274283017276,197.4015478298171,47.533307122158014,0.0,0.0,0.0,0.0
2021-07-17,0.0,0.0,0.0,0.0,0.0,0.0,11.621095010241405,46.37752016386248,125.70899816678127,431.7868016840413,464.64599788666965,349.16476439605674,354.12943749475676,463.6207412533976,434.8039467545035,280.70905639768836,234.67267805395025,126.85249623920996,79.82303343759327,10.459786958295538,0.0,0.0,0.0,0.0
