Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1163834,-,-,-,42.45,-76.46,-5,286,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,,3.0.6
Year,Month,Day,Hour,Minute,Precipitable Water,Surface Albedo,Wind Speed,DNI,DHI,Temperature,GHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,4,30,2.267,0.134,0.4,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,5,30,1.944,0.134,0.3,0,9,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,6,30,1.737,0.134,0.1,316,84,9,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,7,30,1.629,0.134,0.1,0,36,10,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,8,30,1.593,0.134,0.1,0,81,12,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,9,30,1.638,0.134,0.1,0,147,15,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,10,30,1.791,0.134,0,24,303,17,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,11,30,2.012,0.134,0,26,331,19,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,12,30,2.26,0.134,0,15,276,20,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,13,30,2.495,0.134,0,20,292,21,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,14,30,2.706,0.134,0,28,280,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,15,30,2.923,0.134,0,0,110,19,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,16,30,3.096,0.134,0,0,9,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,17,30,3.18,0.134,0.1,0,4,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,18,30,3.224,0.134,0.2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,19,30,3.274,0.134,0.3,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,20,30,3.336,0.134,0.3,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,21,30,3.392,0.134,0.3,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,22,30,3.465,0.134,0.3,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,20,23,30,3.559,0.134,0.3,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,0,30,3.556,0.134,0.4,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,1,30,3.304,0.134,0.4,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,2,30,2.824,0.134,0.3,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,3,30,2.349,0.134,0.3,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,4,30,2.012,0.134,0.3,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,5,30,1.813,0.134,0.2,0,9,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,6,30,1.717,0.134,0.2,115,89,13,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,7,30,1.654,0.134,0.2,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,8,30,1.604,0.134,0.2,0,152,15,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,9,30,1.58,0.134,0.2,2,164,17,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,10,30,1.599,0.134,0.2,0,38,18,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,11,30,1.625,0.134,0.2,111,423,18,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,12,30,1.613,0.134,0.3,458,349,18,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,13,30,1.591,0.134,0.3,17,278,18,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,14,30,1.58,0.134,0.2,810,142,17,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,15,30,1.576,0.134,0.2,427,223,16,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,16,30,1.557,0.134,0.2,430,144,14,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,17,30,1.494,0.134,0.2,249,100,12,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,18,30,1.407,0.134,0.2,33,23,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,19,30,1.341,0.134,0.2,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,20,30,1.328,0.134,0.2,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,21,30,1.368,0.134,0.1,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,22,30,1.378,0.134,0.1,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,21,23,30,1.346,0.134,0.1,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,0,30,1.336,0.134,0.1,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,1,30,1.334,0.134,0.1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,2,30,1.307,0.134,0.1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,3,30,1.291,0.134,0.1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,4,30,1.335,0.134,0.2,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,5,30,1.405,0.134,0.1,0,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,6,30,1.458,0.134,0.1,0,40,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,7,30,1.498,0.134,0.2,0,55,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,8,30,1.488,0.134,0.2,0,129,7,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,9,30,1.432,0.134,0.2,5,189,8,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,10,30,1.359,0.134,0.2,0,139,9,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,11,30,1.281,0.134,0.2,9,207,10,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,12,30,1.236,0.134,0.3,7,191,9,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,13,30,1.21,0.134,0.2,16,276,9,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,14,30,1.174,0.134,0.2,57,319,9,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,15,30,1.117,0.134,0.2,50,248,9,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,16,30,1.031,0.134,0.2,18,157,8,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,17,30,0.942,0.134,0.2,0,85,6,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,18,30,0.881,0.134,0.1,0,15,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,19,30,0.834,0.14,0.1,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,20,30,0.783,0.14,0.1,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,21,30,0.736,0.14,0.2,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,22,30,0.705,0.14,0.4,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,22,23,30,0.689,0.14,0.5,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,0,30,0.682,0.14,0.5,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,1,30,0.681,0.14,0.6,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,2,30,0.685,0.14,0.8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,3,30,0.689,0.14,0.9,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,4,30,0.688,0.14,0.8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,5,30,0.685,0.14,0.5,168,16,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,6,30,0.682,0.14,0.1,598,55,6,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,7,30,0.681,0.14,0,780,75,9,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,8,30,0.68,0.14,0,874,88,12,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,9,30,0.682,0.14,0,928,96,14,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,10,30,0.689,0.14,0,959,101,16,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,11,30,0.705,0.14,0.1,973,103,17,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,12,30,0.728,0.14,0.1,974,102,18,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,13,30,0.758,0.14,0.1,960,101,19,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,14,30,0.792,0.14,0.1,931,95,18,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,15,30,0.826,0.14,0.1,881,87,18,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,16,30,0.855,0.14,0.1,795,75,18,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,17,30,0.873,0.14,0.4,635,57,15,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,18,30,0.884,0.14,0.8,264,23,13,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,19,30,0.894,0.14,0.9,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,20,30,0.901,0.14,0.9,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,21,30,0.9,0.14,0.9,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,22,30,0.895,0.14,0.8,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,23,23,30,0.892,0.14,0.6,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,0,30,0.893,0.14,0.5,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,1,30,0.884,0.14,0.6,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,2,30,0.858,0.14,0.9,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,3,30,0.822,0.14,1,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,4,30,0.786,0.14,1,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,5,30,0.752,0.14,0.7,0,23,7,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,6,30,0.729,0.14,0.2,483,67,9,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,7,30,0.727,0.14,0,747,84,11,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,8,30,0.738,0.14,0,838,102,14,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,9,30,0.761,0.14,0,890,113,17,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,10,30,0.807,0.14,0,918,121,19,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,11,30,0.876,0.14,0,931,124,20,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,12,30,0.961,0.14,0,930,123,21,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,13,30,1.051,0.14,0,918,117,20,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,14,30,1.13,0.14,0,885,111,20,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,15,30,1.196,0.14,0,828,102,19,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,16,30,1.251,0.14,0.1,722,77,18,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,17,30,1.31,0.14,0.2,499,72,15,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,18,30,1.39,0.14,0.3,162,25,12,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,19,30,1.483,0.14,0.2,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,20,30,1.557,0.14,0.2,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,21,30,1.62,0.14,0.2,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,22,30,1.728,0.14,0.1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,24,23,30,1.93,0.14,0.1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,0,30,2.168,0.14,0.2,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,1,30,2.31,0.14,0.2,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,2,30,2.316,0.14,0.2,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,3,30,2.264,0.14,0.2,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,4,30,2.241,0.14,0.2,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,5,30,2.308,0.14,0.2,0,15,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,6,30,2.482,0.14,0.2,86,92,8,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,7,30,2.693,0.14,0.2,36,161,9,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,8,30,2.842,0.14,0.2,3,170,10,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,9,30,2.906,0.14,0.2,0,138,12,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,10,30,2.94,0.14,0.2,43,349,14,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,11,30,2.978,0.14,0.2,143,435,15,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,12,30,3.003,0.14,0.2,193,438,16,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,13,30,2.99,0.14,0.2,75,387,16,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,14,30,2.96,0.14,0.2,202,351,15,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,15,30,2.969,0.14,0.2,176,275,14,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,16,30,3.026,0.14,0.2,117,187,13,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,17,30,3.109,0.14,0.2,81,102,12,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,18,30,3.203,0.14,0.2,0,24,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,19,30,3.285,0.14,0.1,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,20,30,3.33,0.14,0.1,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,21,30,3.331,0.14,0.1,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,22,30,3.301,0.14,0.1,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,25,23,30,3.252,0.14,0.1,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,0,30,3.208,0.14,0.1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,1,30,3.184,0.14,0.1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,2,30,3.157,0.14,0.1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,3,30,3.092,0.14,0.1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,4,30,2.994,0.14,0.1,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,5,30,2.907,0.14,0.1,0,10,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,6,30,2.854,0.14,0.1,0,68,10,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,7,30,2.821,0.14,0,228,172,12,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,8,30,2.799,0.14,0,536,182,16,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,9,30,2.807,0.14,0,564,223,19,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,10,30,2.838,0.14,0,494,314,21,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,11,30,2.86,0.14,0,878,124,22,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,12,30,2.86,0.14,0,881,122,23,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,13,30,2.844,0.14,0,882,111,23,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,14,30,2.847,0.14,0,853,105,23,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,15,30,2.895,0.14,0,800,97,22,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,16,30,2.952,0.14,0,708,84,21,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,17,30,3.011,0.14,0,542,64,19,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,18,30,3.085,0.14,0.1,196,27,17,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,19,30,3.143,0.14,0.1,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,20,30,3.179,0.14,0.2,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,21,30,3.207,0.14,0.2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,22,30,3.215,0.14,0.2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,26,23,30,3.182,0.14,0.2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,0,30,3.108,0.14,0.2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,1,30,3.03,0.14,0.2,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,2,30,2.941,0.14,0.2,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,3,30,2.851,0.14,0.2,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,4,30,2.783,0.14,0.2,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,5,30,2.7,0.14,0.2,84,22,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,6,30,2.598,0.14,0.2,425,77,15,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,7,30,2.511,0.14,0.2,44,167,17,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,8,30,2.462,0.14,0.2,70,256,19,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,9,30,2.436,0.14,0.1,571,235,21,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,10,30,2.421,0.14,0.1,438,333,22,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,11,30,2.426,0.14,0.1,483,353,23,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,12,30,2.457,0.14,0.1,862,139,24,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,13,30,2.515,0.14,0.1,410,351,24,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,14,30,2.592,0.14,0.1,821,125,23,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,15,30,2.647,0.14,0.2,280,265,22,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,16,30,2.61,0.14,0.2,80,186,21,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,17,30,2.492,0.14,0.2,38,103,20,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,18,30,2.472,0.14,0.2,0,21,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,19,30,2.782,0.14,0.2,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,20,30,3.402,0.14,0.2,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,21,30,3.868,0.14,0.2,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,22,30,3.751,0.14,0.1,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,27,23,30,3.262,0.14,0.1,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,0,30,2.673,0.14,0.2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,1,30,2.064,0.14,0.1,0,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,2,30,1.608,0.14,0.1,0,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,3,30,1.327,0.14,0.1,0,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,4,30,1.146,0.14,0.1,0,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,5,30,1.029,0.14,0.1,133,25,10,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,6,30,0.958,0.14,0.1,516,73,12,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,7,30,0.942,0.14,0.1,713,96,14,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,8,30,0.987,0.14,0.1,821,107,16,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,9,30,1.081,0.14,0.1,878,115,17,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,10,30,1.184,0.14,0.1,908,120,19,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,11,30,1.274,0.14,0.1,920,124,20,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,12,30,1.37,0.14,0.1,910,129,21,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,13,30,1.496,0.14,0.1,890,128,21,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,14,30,1.65,0.14,0.1,588,237,21,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,15,30,1.809,0.14,0.1,145,279,20,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,16,30,1.949,0.14,0.1,364,165,17,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,28,17,30,2.035,0.14,0.1,247,104,15,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
